City_ID,City,Lat,Lng,MaxTemp,Humidity,Clouds,Wind,Country,Date
0,Jaisalmer,26.91,70.91,309.54,29,0,2.05,IN,Sun Mar 31 23:54:19 2019
1,Artyom,40.47,50.33,283.15,81,90,6.2,AZ,Sun Mar 31 23:30:00 2019
2,Carnarvon,-24.87,113.63,303.15,62,36,6.2,AU,Sun Mar 31 23:00:00 2019
3,Turukhansk,65.8,87.96,272.24,100,76,3.4,RU,Sun Mar 31 23:54:20 2019
4,Toba tek singh,30.98,72.49,303.54,62,0,2.05,PK,Sun Mar 31 23:54:02 2019
5,Faanui,-16.48,-151.75,302.84,98,0,1.45,PF,Sun Mar 31 23:54:21 2019
6,Yozgat,39.82,34.81,277.09,78,76,1.95,TR,Sun Mar 31 23:54:21 2019
7,Abong mbang,3.98,13.18,294.89,92,8,1.3,CM,Sun Mar 31 23:54:22 2019
8,Punta arenas,-53.16,-70.91,283.15,93,75,2.6,CL,Sun Mar 31 23:52:26 2019
9,Makat,47.65,53.35,281.04,94,0,3.15,KZ,Sun Mar 31 23:54:23 2019
10,Albany,-35.02,117.88,299.15,50,0,6.7,AU,Sun Mar 31 23:00:00 2019
11,Bubaque,11.28,-15.83,301.39,90,8,3.75,GW,Sun Mar 31 23:54:24 2019
12,Atuona,-9.8,-139.03,301.39,98,8,5.9,PF,Sun Mar 31 23:54:24 2019
13,Saint-philippe,-21.36,55.77,305.15,58,0,4.1,RE,Sun Mar 31 23:50:11 2019
14,Qaanaaq,77.48,-69.36,255.19,74,68,2.6,GL,Sun Mar 31 23:54:25 2019
15,Chuy,-33.69,-53.46,292.94,95,88,2.1,UY,Sun Mar 31 23:54:26 2019
16,Klaksvik,62.23,-6.59,279.15,81,88,8.2,FO,Sun Mar 31 23:20:00 2019
17,Kangaatsiaq,68.31,-53.46,265.94,100,64,7.3,GL,Sun Mar 31 23:54:27 2019
18,Paso de carrasco,-34.86,-56.05,292.59,93,20,2.7,UY,Sun Mar 31 23:45:21 2019
19,Almunecar,36.73,-3.69,284.82,93,40,2.1,ES,Sun Mar 31 23:51:45 2019
20,Rikitea,-23.12,-134.97,298.09,100,48,6.3,PF,Sun Mar 31 23:54:29 2019
21,Torbay,47.66,-52.73,280.93,100,90,6.7,CA,Sun Mar 31 23:53:31 2019
22,Beringovskiy,63.05,179.32,273.34,97,88,6.55,RU,Sun Mar 31 23:54:30 2019
23,Keflavik,64,-22.56,273.15,92,75,4.1,IS,Sun Mar 31 23:51:54 2019
24,Anadyr,64.73,177.51,273.15,93,90,12,RU,Sun Mar 31 23:52:26 2019
25,Olaine,56.79,23.93,276.48,69,0,3.1,LV,Sun Mar 31 23:52:08 2019
26,Benguela,-12.58,13.4,300.24,100,32,1.9,AO,Sun Mar 31 23:54:33 2019
27,Ushuaia,-54.81,-68.31,280.15,100,90,5.7,AR,Sun Mar 31 23:00:00 2019
28,Port alfred,-33.59,26.89,291.09,84,0,11.5,ZA,Sun Mar 31 23:54:34 2019
29,Victoria,-4.62,55.45,304.15,70,40,3.1,SC,Sun Mar 31 23:00:00 2019
30,Tuktoyaktuk,69.44,-133.03,264.04,91,56,9.3,CA,Sun Mar 31 23:54:34 2019
31,San juan de los morros,9.91,-67.35,291.64,96,24,0.95,VE,Sun Mar 31 23:50:22 2019
32,Busselton,-33.64,115.35,298.71,33,92,3.9,AU,Sun Mar 31 23:52:43 2019
33,Arraial do cabo,-22.97,-42.02,295.54,100,44,0.9,BR,Sun Mar 31 23:54:36 2019
34,Puerto ayora,-0.74,-90.35,298.89,96,64,2.7,EC,Sun Mar 31 23:54:36 2019
35,Zelenoborsk,61.47,64.05,273.09,86,92,3.1,RU,Sun Mar 31 23:54:37 2019
36,Yellowknife,62.45,-114.38,272.15,80,75,9.8,CA,Sun Mar 31 23:53:27 2019
37,Sur,22.57,59.53,299.79,83,0,1.15,OM,Sun Mar 31 23:54:38 2019
38,East london,-33.02,27.91,291.15,68,75,10.8,ZA,Sun Mar 31 23:01:00 2019
39,Namtsy,62.72,129.66,273.15,60,0,2,RU,Sun Mar 31 23:30:00 2019
40,Apac,1.98,32.53,296.19,92,24,1.95,UG,Sun Mar 31 23:54:39 2019
41,Saldanha,-33.01,17.94,286.15,87,40,1,ZA,Sun Mar 31 23:00:00 2019
42,Fortuna,40.6,-124.16,284.82,87,90,2.1,US,Sun Mar 31 23:53:57 2019
43,Jamestown,-15.94,-5.72,297.44,100,92,7,SH,Sun Mar 31 23:54:40 2019
44,Sao filipe,14.9,-24.5,293.94,100,0,6.7,CV,Sun Mar 31 23:54:41 2019
45,New norfolk,-42.78,147.06,290.15,42,40,4.6,AU,Sun Mar 31 23:54:14 2019
46,Lake shore,46.49,-94.36,272.15,100,90,3.15,US,Sun Mar 31 23:53:23 2019
47,Bethel,60.79,-161.76,278.15,86,1,2.6,US,Sun Mar 31 22:56:00 2019
48,Narsaq,60.91,-46.05,263.15,40,0,5.1,GL,Sun Mar 31 22:50:00 2019
49,Hermanus,-34.42,19.24,288.15,75,76,0.45,ZA,Sun Mar 31 23:46:48 2019
50,Kalabagh,34.07,73.37,300.93,22,0,4.02,PK,Sun Mar 31 23:51:11 2019
51,Bonthe,7.53,-12.5,300.54,90,48,1.65,SL,Sun Mar 31 23:54:45 2019
52,Bay roberts,47.58,-53.28,280.93,100,90,6.7,CA,Sun Mar 31 23:53:31 2019
53,Ostrovnoy,68.05,39.51,267.44,86,0,8.85,RU,Sun Mar 31 23:54:46 2019
54,San patricio,19.22,-104.7,288.94,100,0,1.1,MX,Sun Mar 31 23:54:47 2019
55,Mendeleyevsk,55.89,52.31,278.15,75,20,7,RU,Sun Mar 31 23:30:00 2019
56,Hope,49.38,-121.43,283.15,57,1,2.6,CA,Sun Mar 31 23:46:27 2019
57,Barrow,39.51,-90.4,275.37,86,1,1.75,US,Sun Mar 31 23:54:19 2019
58,Vaini,-21.2,-175.2,299.15,83,20,4.1,TO,Sun Mar 31 23:00:00 2019
59,Hilo,19.71,-155.08,297.15,83,90,3.6,US,Sun Mar 31 23:50:30 2019
60,Khatanga,71.98,102.47,272.39,94,20,2.45,RU,Sun Mar 31 23:54:50 2019
61,Chapais,49.78,-74.86,259.15,60,1,3.6,CA,Sun Mar 31 23:00:00 2019
62,Miles city,46.41,-105.84,276.15,64,90,2.6,US,Sun Mar 31 23:53:17 2019
